order	delta_t	error
6	0.041300	0.002496
6	0.041400	0.002500
6	0.041500	0.002504
6	0.041600	0.002508
6	0.041700	0.002512
6	0.041800	0.002516
6	0.041900	0.002520
6	0.042000	0.002524
6	0.042100	0.002528
6	0.042200	0.002532
6	0.042300	0.002537
6	0.042400	0.002541
6	0.042500	0.002545
6	0.042600	0.002549
6	0.042700	0.002553
6	0.042800	0.002557
6	0.042900	0.002561
6	0.043000	0.002564
6	0.043100	0.002568
6	0.043200	0.002571
6	0.043300	0.002575
6	0.043400	0.002578
6	0.043500	0.002582
6	0.043600	0.002586
6	0.043700	0.002589
6	0.043800	0.002592
6	0.043900	0.002596
6	0.044000	0.002599
6	0.044100	0.002603
6	0.044200	0.002606
6	0.044300	0.002609
6	0.044400	0.002612
6	0.044500	0.002616
6	0.044600	0.002619
6	0.044700	0.002623
6	0.044800	0.002627
6	0.044900	0.002631
6	0.045000	0.002635
6	0.045100	0.002639
6	0.045200	0.002644
6	0.045300	0.002648
6	0.045400	0.002652
6	0.045500	0.002657
6	0.045600	0.002661
6	0.045700	0.002665
6	0.045800	0.002669
6	0.045900	0.002674
6	0.046000	0.002678
6	0.046100	0.002682
6	0.046200	0.002686
6	0.046300	0.002690
6	0.046400	0.002694
6	0.046500	0.002697
6	0.046600	0.002701
6	0.046700	0.002704
6	0.046800	0.002707
6	0.046900	0.002710
6	0.047000	0.002713
6	0.047100	0.002717
6	0.047200	0.002720
6	0.047300	0.002723
6	0.047400	0.002726
6	0.047500	0.002729
6	0.047600	0.002733
6	0.047700	0.002736
6	0.047800	0.002739
6	0.047900	0.002742
6	0.048000	0.002745
6	0.048100	0.002749
6	0.048200	0.002752
6	0.048300	0.002755
6	0.048400	0.002759
6	0.048500	0.002762
6	0.048600	0.002766
6	0.048700	0.002770
6	0.048800	0.002774
6	0.048900	0.002778
6	0.049000	0.002783
6	0.049100	0.002787
6	0.049200	0.002792
6	0.049300	0.002796
6	0.049400	0.002801
6	0.049500	0.002805
6	0.049600	0.002809
6	0.049700	0.002813
6	0.049800	0.002817
6	0.049900	0.002820
6	0.050000	0.002824
6	0.050100	0.002828
6	0.050200	0.002831
6	0.050300	0.002835
6	0.050400	0.002838
6	0.050500	0.002842
6	0.050600	0.002845
6	0.050700	0.002849
6	0.050800	0.002852
6	0.050900	0.002856
6	0.051000	0.002859
6	0.051100	0.002862
6	0.051200	0.002865
6	0.051300	0.002868
6	0.051400	0.002872
6	0.051500	0.002875
6	0.051600	0.002878
6	0.051700	0.002880
6	0.051800	0.002883
6	0.051900	0.002887
6	0.052000	0.002890
6	0.052100	0.002894
6	0.052200	0.002897
6	0.052300	0.002901
6	0.052400	0.002904
6	0.052500	0.002908
6	0.052600	0.002912
6	0.052700	0.002915
6	0.052800	0.002919
6	0.052900	0.002923
6	0.053000	0.002927
6	0.053100	0.002931
6	0.053200	0.002935
6	0.053300	0.002939
6	0.053400	0.002943
6	0.053500	0.002947
6	0.053600	0.002952
6	0.053700	0.002956
6	0.053800	0.002960
6	0.053900	0.002964
6	0.054000	0.002968
6	0.054100	0.002972
6	0.054200	0.002976
6	0.054300	0.002980
6	0.054400	0.002984
6	0.054500	0.002987
6	0.054600	0.002991
6	0.054700	0.002994
6	0.054800	0.002998
6	0.054900	0.003001
6	0.055000	0.003005
6	0.055100	0.003009
6	0.055200	0.003012
6	0.055300	0.003015
6	0.055400	0.003019
6	0.055500	0.003022
6	0.055600	0.003025
6	0.055700	0.003029
6	0.055800	0.003032
6	0.055900	0.003034
6	0.056000	0.003037
6	0.056100	0.003040
6	0.056200	0.003043
6	0.056300	0.003046
6	0.056400	0.003049
6	0.056500	0.003053
6	0.056600	0.003056
6	0.056700	0.003059
6	0.056800	0.003063
6	0.056900	0.003066
6	0.057000	0.003071
6	0.057100	0.003075
6	0.057200	0.003079
6	0.057300	0.003084
6	0.057400	0.003088
6	0.057500	0.003093
6	0.057600	0.003097
6	0.057700	0.003101
6	0.057800	0.003105
6	0.057900	0.003109
6	0.058000	0.003113
6	0.058100	0.003117
6	0.058200	0.003121
6	0.058300	0.003125
6	0.058400	0.003129
6	0.058500	0.003133
6	0.058600	0.003137
6	0.058700	0.003141
6	0.058800	0.003145
6	0.058900	0.003149
6	0.059000	0.003153
6	0.059100	0.003156
6	0.059200	0.003160
6	0.059300	0.003164
6	0.059400	0.003167
6	0.059500	0.003170
6	0.059600	0.003173
6	0.059700	0.003176
6	0.059800	0.003179
6	0.059900	0.003181
6	0.060000	0.003184
6	0.060100	0.003187
6	0.060200	0.003189
6	0.060300	0.003192
6	0.060400	0.003195
6	0.060500	0.003198
6	0.060600	0.003201
6	0.060700	0.003204
6	0.060800	0.003208
6	0.060900	0.003211
6	0.061000	0.003214
6	0.061100	0.003217
6	0.061200	0.003220
6	0.061300	0.003224
6	0.061400	0.003228
6	0.061500	0.003232
6	0.061600	0.003236
6	0.061700	0.003239
6	0.061800	0.003243
6	0.061900	0.003247
6	0.062000	0.003251
6	0.062100	0.003255
6	0.062200	0.003260
6	0.062300	0.003264
6	0.062400	0.003268
6	0.062500	0.003273
6	0.062600	0.003278
6	0.062700	0.003283
6	0.062800	0.003288
6	0.062900	0.003292
6	0.063000	0.003297
6	0.063100	0.003302
6	0.063200	0.003306
6	0.063300	0.003310
6	0.063400	0.003314
6	0.063500	0.003319
6	0.063600	0.003323
6	0.063700	0.003326
6	0.063800	0.003330
6	0.063900	0.003333
6	0.064000	0.003337
6	0.064100	0.003341
6	0.064200	0.003344
6	0.064300	0.003348
6	0.064400	0.003351
6	0.064500	0.003354
6	0.064600	0.003358
6	0.064700	0.003361
6	0.064800	0.003364
6	0.064900	0.003367
6	0.065000	0.003370
6	0.065100	0.003373
6	0.065200	0.003376
6	0.065300	0.003379
6	0.065400	0.003382
6	0.065500	0.003385
6	0.065600	0.003388
6	0.065700	0.003390
6	0.065800	0.003393
6	0.065900	0.003395
6	0.066000	0.003398
6	0.066100	0.003400
6	0.066200	0.003403
6	0.066300	0.003406
6	0.066400	0.003409
6	0.066500	0.003412
6	0.066600	0.003415
6	0.066700	0.003418
6	0.066800	0.003421
6	0.066900	0.003424
6	0.067000	0.003427
6	0.067100	0.003430
6	0.067200	0.003433
6	0.067300	0.003437
6	0.067400	0.003441
6	0.067500	0.003445
6	0.067600	0.003449
6	0.067700	0.003453
6	0.067800	0.003458
6	0.067900	0.003463
6	0.068000	0.003467
6	0.068100	0.003472
6	0.068200	0.003477
6	0.068300	0.003482
6	0.068400	0.003488
6	0.068500	0.003493
6	0.068600	0.003498
6	0.068700	0.003503
6	0.068800	0.003508
6	0.068900	0.003513
6	0.069000	0.003518
6	0.069100	0.003523
6	0.069200	0.003527
6	0.069300	0.003532
6	0.069400	0.003537
6	0.069500	0.003541
6	0.069600	0.003546
6	0.069700	0.003550
6	0.069800	0.003554
6	0.069900	0.003558
6	0.070000	0.003562
6	0.070100	0.003566
6	0.070200	0.003570
6	0.070300	0.003574
6	0.070400	0.003579
6	0.070500	0.003583
6	0.070600	0.003586
6	0.070700	0.003589
6	0.070800	0.003593
6	0.070900	0.003596
6	0.071000	0.003599
6	0.071100	0.003602
6	0.071200	0.003605
6	0.071300	0.003608
6	0.071400	0.003612
6	0.071500	0.003615
6	0.071600	0.003619
6	0.071700	0.003622
6	0.071800	0.003625
6	0.071900	0.003627
6	0.072000	0.003630
6	0.072100	0.003633
6	0.072200	0.003635
6	0.072300	0.003638
6	0.072400	0.003640
6	0.072500	0.003643
6	0.072600	0.003646
6	0.072700	0.003649
6	0.072800	0.003652
6	0.072900	0.003655
6	0.073000	0.003658
6	0.073100	0.003661
6	0.073200	0.003665
6	0.073300	0.003668
6	0.073400	0.003671
6	0.073500	0.003675
6	0.073600	0.003679
6	0.073700	0.003682
6	0.073800	0.003686
6	0.073900	0.003690
6	0.074000	0.003694
6	0.074100	0.003698
6	0.074200	0.003703
6	0.074300	0.003707
6	0.074400	0.003712
6	0.074500	0.003716
6	0.074600	0.003721
6	0.074700	0.003725
6	0.074800	0.003730
6	0.074900	0.003735
6	0.075000	0.003740
6	0.075100	0.003745
6	0.075200	0.003750
6	0.075300	0.003755
6	0.075400	0.003760
6	0.075500	0.003765
6	0.075600	0.003771
6	0.075700	0.003777
6	0.075800	0.003783
6	0.075900	0.003788
6	0.076000	0.003794
6	0.076100	0.003799
6	0.076200	0.003803
6	0.076300	0.003808
6	0.076400	0.003812
6	0.076500	0.003817
6	0.076600	0.003821
6	0.076700	0.003826
6	0.076800	0.003830
6	0.076900	0.003834
6	0.077000	0.003838
6	0.077100	0.003841
6	0.077200	0.003845
6	0.077300	0.003849
6	0.077400	0.003853
6	0.077500	0.003857
6	0.077600	0.003861
6	0.077700	0.003864
6	0.077800	0.003868
6	0.077900	0.003872
6	0.078000	0.003875
6	0.078100	0.003879
6	0.078200	0.003882
6	0.078300	0.003886
6	0.078400	0.003889
6	0.078500	0.003893
6	0.078600	0.003897
6	0.078700	0.003901
6	0.078800	0.003905
6	0.078900	0.003909
6	0.079000	0.003912
6	0.079100	0.003916
6	0.079200	0.003919
6	0.079300	0.003922
6	0.079400	0.003925
6	0.079500	0.003928
6	0.079600	0.003931
6	0.079700	0.003934
6	0.079800	0.003937
6	0.079900	0.003940
6	0.080000	0.003943
6	0.080100	0.003946
6	0.080200	0.003949
6	0.080300	0.003952
6	0.080400	0.003955
6	0.080500	0.003958
6	0.080600	0.003961
6	0.080700	0.003965
6	0.080800	0.003969
6	0.080900	0.003973
6	0.081000	0.003977
6	0.081100	0.003981
6	0.081200	0.003986
6	0.081300	0.003991
6	0.081400	0.003996
6	0.081500	0.004001
6	0.081600	0.004006
6	0.081700	0.004011
6	0.081800	0.004017
6	0.081900	0.004022
6	0.082000	0.004028
6	0.082100	0.004033
6	0.082200	0.004039
6	0.082300	0.004044
6	0.082400	0.004049
6	0.082500	0.004054
6	0.082600	0.004060
6	0.082700	0.004065
6	0.082800	0.004070
6	0.082900	0.004075
6	0.083000	0.004079
6	0.083100	0.004084
6	0.083200	0.004088
6	0.083300	0.004093
6	0.083400	0.004098
6	0.083500	0.004103
6	0.083600	0.004107
6	0.083700	0.004112
6	0.083800	0.004117
6	0.083900	0.004123
6	0.084000	0.004128
6	0.084100	0.004133
6	0.084200	0.004138
6	0.084300	0.004143
6	0.084400	0.004147
6	0.084500	0.004152
6	0.084600	0.004156
6	0.084700	0.004161
6	0.084800	0.004166
6	0.084900	0.004170
6	0.085000	0.004174
6	0.085100	0.004179
6	0.085200	0.004183
6	0.085300	0.004187
6	0.085400	0.004192
6	0.085500	0.004196
6	0.085600	0.004200
6	0.085700	0.004205
6	0.085800	0.004209
6	0.085900	0.004213
6	0.086000	0.004216
6	0.086100	0.004219
6	0.086200	0.004223
6	0.086300	0.004226
6	0.086400	0.004229
6	0.086500	0.004232
6	0.086600	0.004235
6	0.086700	0.004238
6	0.086800	0.004242
6	0.086900	0.004245
6	0.087000	0.004248
6	0.087100	0.004252
6	0.087200	0.004255
6	0.087300	0.004259
6	0.087400	0.004263
6	0.087500	0.004268
6	0.087600	0.004272
6	0.087700	0.004276
6	0.087800	0.004281
6	0.087900	0.004285
6	0.088000	0.004289
6	0.088100	0.004293
6	0.088200	0.004297
6	0.088300	0.004301
6	0.088400	0.004305
6	0.088500	0.004309
6	0.088600	0.004313
6	0.088700	0.004317
6	0.088800	0.004321
6	0.088900	0.004326
6	0.089000	0.004331
6	0.089100	0.004336
6	0.089200	0.004341
6	0.089300	0.004345
6	0.089400	0.004350
6	0.089500	0.004354
6	0.089600	0.004359
6	0.089700	0.004364
6	0.089800	0.004369
6	0.089900	0.004374
6	0.090000	0.004379
6	0.090100	0.004385
6	0.090200	0.004390
6	0.090300	0.004396
6	0.090400	0.004401
6	0.090500	0.004407
6	0.090600	0.004414
6	0.090700	0.004420
6	0.090800	0.004426
6	0.090900	0.004433
6	0.091000	0.004440
6	0.091100	0.004446
6	0.091200	0.004453
6	0.091300	0.004460
6	0.091400	0.004466
6	0.091500	0.004473
6	0.091600	0.004479
6	0.091700	0.004485
6	0.091800	0.004491
6	0.091900	0.004497
6	0.092000	0.004503
6	0.092100	0.004508
6	0.092200	0.004514
6	0.092300	0.004519
6	0.092400	0.004524
6	0.092500	0.004529
6	0.092600	0.004535
6	0.092700	0.004540
6	0.092800	0.004545
6	0.092900	0.004550
6	0.093000	0.004555
6	0.093100	0.004561
6	0.093200	0.004566
6	0.093300	0.004571
6	0.093400	0.004576
6	0.093500	0.004580
6	0.093600	0.004585
6	0.093700	0.004589
6	0.093800	0.004594
6	0.093900	0.004599
6	0.094000	0.004603
6	0.094100	0.004608
6	0.094200	0.004613
6	0.094300	0.004617
6	0.094400	0.004622
6	0.094500	0.004626
6	0.094600	0.004630
6	0.094700	0.004635
6	0.094800	0.004639
6	0.094900	0.004644
6	0.095000	0.004649
6	0.095100	0.004653
6	0.095200	0.004658
6	0.095300	0.004662
6	0.095400	0.004667
6	0.095500	0.004671
6	0.095600	0.004675
6	0.095700	0.004679
6	0.095800	0.004683
6	0.095900	0.004687
6	0.096000	0.004690
6	0.096100	0.004694
6	0.096200	0.004698
6	0.096300	0.004701
6	0.096400	0.004705
6	0.096500	0.004708
6	0.096600	0.004712
6	0.096700	0.004716
6	0.096800	0.004719
6	0.096900	0.004723
6	0.097000	0.004727
6	0.097100	0.004731
6	0.097200	0.004735
6	0.097300	0.004739
6	0.097400	0.004743
6	0.097500	0.004747
6	0.097600	0.004751
6	0.097700	0.004756
6	0.097800	0.004760
6	0.097900	0.004765
6	0.098000	0.004770
6	0.098100	0.004776
6	0.098200	0.004781
6	0.098300	0.004786
6	0.098400	0.004792
6	0.098500	0.004797
6	0.098600	0.004803
6	0.098700	0.004808
6	0.098800	0.004814
6	0.098900	0.004820
6	0.099000	0.004826
6	0.099100	0.004832
6	0.099200	0.004838
6	0.099300	0.004844
6	0.099400	0.004850
6	0.099500	0.004857
6	0.099600	0.004864
6	0.099700	0.004870
6	0.099800	0.004876
6	0.099900	0.004883
6	0.100000	0.004889
6	0.100100	0.004895
6	0.100200	0.004901
6	0.100300	0.004908
6	0.100400	0.004914
6	0.100500	0.004920
6	0.100600	0.004927
6	0.100700	0.004933
6	0.100800	0.004940
6	0.100900	0.004946
6	0.101000	0.004953
6	0.101100	0.004960
6	0.101200	0.004967
6	0.101300	0.004974
6	0.101400	0.004981
6	0.101500	0.004988
6	0.101600	0.004995
6	0.101700	0.005002
6	0.101800	0.005009
6	0.101900	0.005016
6	0.102000	0.005024
6	0.102100	0.005031
6	0.102200	0.005039
6	0.102300	0.005046
6	0.102400	0.005054
6	0.102500	0.005061
6	0.102600	0.005067
6	0.102700	0.005074
6	0.102800	0.005080
6	0.102900	0.005086
6	0.103000	0.005093
6	0.103100	0.005099
6	0.103200	0.005105
6	0.103300	0.005110
6	0.103400	0.005116
6	0.103500	0.005122
6	0.103600	0.005127
6	0.103700	0.005132
6	0.103800	0.005138
6	0.103900	0.005143
6	0.104000	0.005149
6	0.104100	0.005154
6	0.104200	0.005159
6	0.104300	0.005164
6	0.104400	0.005169
6	0.104500	0.005174
6	0.104600	0.005179
6	0.104700	0.005184
6	0.104800	0.005189
6	0.104900	0.005194
6	0.105000	0.005200
6	0.105100	0.005205
6	0.105200	0.005210
6	0.105300	0.005215
6	0.105400	0.005220
6	0.105500	0.005225
6	0.105600	0.005230
6	0.105700	0.005235
6	0.105800	0.005240
6	0.105900	0.005246
6	0.106000	0.005251
6	0.106100	0.005256
6	0.106200	0.005261
6	0.106300	0.005266
6	0.106400	0.005271
6	0.106500	0.005276
6	0.106600	0.005281
6	0.106700	0.005285
6	0.106800	0.005290
6	0.106900	0.005295
6	0.107000	0.005300
6	0.107100	0.005305
6	0.107200	0.005310
6	0.107300	0.005314
6	0.107400	0.005319
6	0.107500	0.005324
6	0.107600	0.005328
6	0.107700	0.005332
6	0.107800	0.005337
6	0.107900	0.005341
6	0.108000	0.005346
6	0.108100	0.005350
6	0.108200	0.005355
6	0.108300	0.005359
6	0.108400	0.005364
6	0.108500	0.005368
6	0.108600	0.005373
6	0.108700	0.005378
6	0.108800	0.005383
6	0.108900	0.005389
6	0.109000	0.005394
6	0.109100	0.005400
6	0.109200	0.005406
6	0.109300	0.005412
6	0.109400	0.005419
6	0.109500	0.005425
6	0.109600	0.005431
6	0.109700	0.005437
6	0.109800	0.005444
6	0.109900	0.005451
6	0.110000	0.005458
6	0.110100	0.005465
6	0.110200	0.005473
6	0.110300	0.005481
6	0.110400	0.005488
6	0.110500	0.005496
6	0.110600	0.005503
6	0.110700	0.005511
6	0.110800	0.005518
6	0.110900	0.005525
6	0.111000	0.005533
6	0.111100	0.005540
6	0.111200	0.005547
6	0.111300	0.005555
6	0.111400	0.005562
6	0.111500	0.005570
6	0.111600	0.005578
6	0.111700	0.005586
6	0.111800	0.005593
6	0.111900	0.005601
6	0.112000	0.005610
6	0.112100	0.005618
6	0.112200	0.005626
6	0.112300	0.005633
6	0.112400	0.005641
6	0.112500	0.005649
6	0.112600	0.005656
6	0.112700	0.005664
6	0.112800	0.005672
6	0.112900	0.005680
6	0.113000	0.005688
6	0.113100	0.005695
6	0.113200	0.005702
6	0.113300	0.005709
6	0.113400	0.005716
6	0.113500	0.005724
6	0.113600	0.005731
6	0.113700	0.005739
6	0.113800	0.005746
6	0.113900	0.005754
6	0.114000	0.005761
6	0.114100	0.005769
6	0.114200	0.005777
6	0.114300	0.005785
6	0.114400	0.005793
6	0.114500	0.005801
6	0.114600	0.005809
6	0.114700	0.005817
6	0.114800	0.005825
6	0.114900	0.005832
6	0.115000	0.005840
6	0.115100	0.005847
6	0.115200	0.005855
6	0.115300	0.005862
6	0.115400	0.005870
6	0.115500	0.005877
6	0.115600	0.005885
6	0.115700	0.005892
6	0.115800	0.005899
6	0.115900	0.005905
6	0.116000	0.005912
6	0.116100	0.005918
6	0.116200	0.005924
6	0.116300	0.005930
6	0.116400	0.005936
6	0.116500	0.005942
