delta_t	error
1.094300	5.245511
1.094400	5.246877
1.094500	5.247999
1.094600	5.249059
1.094700	5.250236
1.094800	5.251404
1.094900	5.252420
1.095000	5.253203
1.095100	5.254087
1.095200	5.255091
1.095300	5.256157
1.095400	5.257133
1.095500	5.258092
1.095600	5.259125
1.095700	5.260123
1.095800	5.261146
1.095900	5.262187
1.096000	5.263255
1.096100	5.264286
1.096200	5.265115
1.096300	5.266075
1.096400	5.267062
1.096500	5.268103
1.096600	5.269209
1.096700	5.270338
1.096800	5.271611
1.096900	5.272944
1.097000	5.273647
1.097100	5.274447
1.097200	5.275453
1.097300	5.276802
1.097400	5.278533
1.097500	5.279408
1.097600	5.280115
1.097700	5.281188
1.097800	5.282599
1.097900	5.283922
1.098000	5.284967
1.098100	5.286439
1.098200	5.287440
1.098300	5.287784
1.098400	5.288418
1.098500	5.289418
1.098600	5.290403
1.098700	5.291412
1.098800	5.292449
1.098900	5.293554
1.099000	5.294604
1.099100	5.295547
1.099200	5.296434
1.099300	5.297455
1.099400	5.298593
1.099500	5.299486
1.099600	5.300380
1.099700	5.301219
1.099800	5.302097
1.099900	5.303083
1.100000	5.304118
1.100100	5.305031
1.100200	5.305883
1.100300	5.306749
1.100400	5.307649
1.100500	5.308664
1.100600	5.309636
1.100700	5.310647
1.100800	5.311881
1.100900	5.312833
1.101000	5.313679
1.101100	5.314796
1.101200	5.316352
1.101300	5.317505
1.101400	5.318103
1.101500	5.318858
1.101600	5.319746
1.101700	5.320641
1.101800	5.321605
1.101900	5.322759
1.102000	5.324019
1.102100	5.325697
1.102200	5.326606
1.102300	5.327456
1.102400	5.328838
1.102500	5.329965
1.102600	5.330486
1.102700	5.330875
1.102800	5.331644
1.102900	5.332945
1.103000	5.333752
1.103100	5.334438
1.103200	5.335471
1.103300	5.336574
1.103400	5.337665
1.103500	5.338732
1.103600	5.339779
1.103700	5.340874
1.103800	5.341742
1.103900	5.342654
1.104000	5.343700
1.104100	5.344720
1.104200	5.345615
1.104300	5.346373
1.104400	5.347186
1.104500	5.348062
1.104600	5.349128
1.104700	5.350017
1.104800	5.351044
1.104900	5.351813
1.105000	5.352906
1.105100	5.354135
1.105200	5.355386
1.105300	5.356382
1.105400	5.357219
1.105500	5.358087
1.105600	5.359110
1.105700	5.360406
1.105800	5.361689
1.105900	5.362764
1.106000	5.363996
1.106100	5.364840
1.106200	5.365489
1.106300	5.366452
1.106400	5.367550
1.106500	5.368598
1.106600	5.369498
1.106700	5.370575
1.106800	5.372215
1.106900	5.373598
1.107000	5.374018
1.107100	5.375219
1.107200	5.376352
1.107300	5.377013
1.107400	5.377710
1.107500	5.378547
1.107600	5.379569
1.107700	5.380595
1.107800	5.381655
1.107900	5.382822
1.108000	5.383774
1.108100	5.384553
1.108200	5.385575
1.108300	5.386710
1.108400	5.387517
1.108500	5.388449
1.108600	5.389499
1.108700	5.390565
1.108800	5.391439
1.108900	5.392270
1.109000	5.393010
1.109100	5.393774
1.109200	5.394764
1.109300	5.395926
1.109400	5.396870
1.109500	5.397694
1.109600	5.398568
1.109700	5.399486
1.109800	5.400599
1.109900	5.401686
1.110000	5.402868
1.110100	5.403615
1.110200	5.404544
1.110300	5.405694
1.110400	5.406904
1.110500	5.407914
1.110600	5.408879
1.110700	5.409952
1.110800	5.411125
1.110900	5.412000
1.111000	5.413071
1.111100	5.414130
1.111200	5.415447
1.111300	5.416658
1.111400	5.418096
1.111500	5.419772
1.111600	5.420607
1.111700	5.420971
1.111800	5.421515
1.111900	5.422997
1.112000	5.423980
1.112100	5.424979
1.112200	5.426002
1.112300	5.426956
1.112400	5.427961
1.112500	5.428835
1.112600	5.429692
1.112700	5.430722
1.112800	5.431825
1.112900	5.432951
1.113000	5.433982
1.113100	5.434929
1.113200	5.435797
1.113300	5.436683
1.113400	5.437679
1.113500	5.438724
1.113600	5.439565
1.113700	5.440472
1.113800	5.441578
1.113900	5.442854
1.114000	5.444080
1.114100	5.445092
1.114200	5.445930
1.114300	5.446905
1.114400	5.447981
1.114500	5.449314
1.114600	5.450396
1.114700	5.451221
1.114800	5.452215
1.114900	5.453239
1.115000	5.454318
1.115100	5.455434
1.115200	5.456763
1.115300	5.457794
1.115400	5.458893
1.115500	5.459868
1.115600	5.460786
1.115700	5.461707
1.115800	5.462911
1.115900	5.464782
1.116000	5.466424
1.116100	5.467031
1.116200	5.468360
1.116300	5.469283
1.116400	5.469717
1.116500	5.470775
1.116600	5.472159
1.116700	5.473111
1.116800	5.473809
1.116900	5.474684
1.117000	5.475556
1.117100	5.476220
1.117200	5.477054
1.117300	5.478076
1.117400	5.479161
1.117500	5.480319
1.117600	5.481526
1.117700	5.482575
1.117800	5.483572
1.117900	5.484505
1.118000	5.485418
1.118100	5.486514
1.118200	5.487704
1.118300	5.488617
1.118400	5.489359
1.118500	5.490171
1.118600	5.491228
1.118700	5.492152
1.118800	5.492679
1.118900	5.493470
1.119000	5.494627
1.119100	5.495650
1.119200	5.496593
1.119300	5.497496
1.119400	5.498435
1.119500	5.499347
1.119600	5.500178
1.119700	5.501014
1.119800	5.502150
1.119900	5.503738
1.120000	5.504751
1.120100	5.505127
1.120200	5.505891
1.120300	5.506922
1.120400	5.508190
1.120500	5.509775
1.120600	5.511944
1.120700	5.513254
1.120800	5.514176
1.120900	5.515629
1.121000	5.517623
1.121100	5.518368
1.121200	5.519632
1.121300	5.520838
1.121400	5.521702
1.121500	5.522594
1.121600	5.523618
1.121700	5.524715
1.121800	5.525615
1.121900	5.526646
1.122000	5.527736
1.122100	5.528837
1.122200	5.529853
1.122300	5.530840
1.122400	5.531942
1.122500	5.532915
1.122600	5.533622
1.122700	5.534705
1.122800	5.536124
1.122900	5.537184
1.123000	5.538148
1.123100	5.539146
1.123200	5.540348
1.123300	5.541569
1.123400	5.542732
1.123500	5.543748
1.123600	5.544691
1.123700	5.545761
1.123800	5.546950
1.123900	5.548053
1.124000	5.549249
1.124100	5.550208
1.124200	5.550886
1.124300	5.551811
1.124400	5.553145
1.124500	5.554424
1.124600	5.555748
1.124700	5.556851
1.124800	5.557583
1.124900	5.558159
1.125000	5.559060
1.125100	5.560370
1.125200	5.561525
1.125300	5.562974
1.125400	5.564241
1.125500	5.564885
1.125600	5.566465
1.125700	5.567872
1.125800	5.568293
1.125900	5.568876
1.126000	5.570120
1.126100	5.570835
1.126200	5.571337
1.126300	5.572175
1.126400	5.573159
1.126500	5.574166
1.126600	5.575364
1.126700	5.576846
1.126800	5.578103
1.126900	5.579355
1.127000	5.580579
1.127100	5.581805
1.127200	5.583063
1.127300	5.584215
1.127400	5.585260
1.127500	5.586349
1.127600	5.587477
1.127700	5.588405
1.127800	5.589201
1.127900	5.590235
1.128000	5.591430
1.128100	5.592473
1.128200	5.593580
1.128300	5.594536
1.128400	5.595560
1.128500	5.596707
1.128600	5.597936
1.128700	5.599188
1.128800	5.600422
1.128900	5.601317
1.129000	5.602027
1.129100	5.603179
1.129200	5.604580
1.129300	5.605482
1.129400	5.606548
1.129500	5.607432
1.129600	5.608218
1.129700	5.609334
1.129800	5.610696
1.129900	5.611899
1.130000	5.613181
1.130100	5.614747
1.130200	5.615929
1.130300	5.617415
1.130400	5.618982
1.130500	5.619019
1.130600	5.619453
1.130700	5.620393
1.130800	5.621293
1.130900	5.622082
1.131000	5.623073
1.131100	5.624003
1.131200	5.624964
1.131300	5.625900
1.131400	5.626849
1.131500	5.627902
1.131600	5.628899
1.131700	5.629773
1.131800	5.630949
1.131900	5.632248
1.132000	5.633155
1.132100	5.634016
1.132200	5.634922
1.132300	5.635817
1.132400	5.636772
1.132500	5.637727
1.132600	5.638671
1.132700	5.639584
1.132800	5.640575
1.132900	5.641818
1.133000	5.642949
1.133100	5.643591
1.133200	5.644176
1.133300	5.645095
1.133400	5.646200
1.133500	5.647128
1.133600	5.648088
1.133700	5.648910
1.133800	5.649970
1.133900	5.651197
1.134000	5.652222
1.134100	5.653192
1.134200	5.654246
1.134300	5.655139
1.134400	5.655984
1.134500	5.656992
1.134600	5.658336
1.134700	5.660058
1.134800	5.662048
1.134900	5.662851
1.135000	5.664041
1.135100	5.665605
1.135200	5.666180
1.135300	5.666379
1.135400	5.667282
1.135500	5.668116
1.135600	5.669359
1.135700	5.670291
1.135800	5.671334
1.135900	5.672263
1.136000	5.673078
1.136100	5.674076
1.136200	5.675114
1.136300	5.676144
1.136400	5.677258
1.136500	5.678350
1.136600	5.679310
1.136700	5.680223
1.136800	5.681158
1.136900	5.682132
1.137000	5.682999
1.137100	5.683954
1.137200	5.685293
1.137300	5.686356
1.137400	5.687020
1.137500	5.688011
1.137600	5.689242
1.137700	5.690364
1.137800	5.691438
1.137900	5.692456
1.138000	5.693517
1.138100	5.694604
1.138200	5.695618
1.138300	5.696522
1.138400	5.697391
1.138500	5.698307
1.138600	5.699572
1.138700	5.700939
1.138800	5.701972
1.138900	5.703273
1.139000	5.704338
1.139100	5.705164
1.139200	5.706246
1.139300	5.707460
1.139400	5.708853
1.139500	5.710762
1.139600	5.712248
1.139700	5.712447
1.139800	5.713704
1.139900	5.714480
1.140000	5.715729
1.140100	5.717118
1.140200	5.717924
1.140300	5.718633
1.140400	5.719796
1.140500	5.720517
1.140600	5.721518
1.140700	5.722532
1.140800	5.723497
1.140900	5.724520
1.141000	5.725582
1.141100	5.726710
1.141200	5.727927
1.141300	5.728950
1.141400	5.729862
1.141500	5.731068
1.141600	5.732253
1.141700	5.733406
1.141800	5.734644
1.141900	5.735859
1.142000	5.737072
1.142100	5.738184
1.142200	5.738941
1.142300	5.739913
1.142400	5.741060
1.142500	5.742046
1.142600	5.743111
1.142700	5.744048
1.142800	5.745092
1.142900	5.746425
1.143000	5.747469
1.143100	5.748528
1.143200	5.749596
1.143300	5.750600
1.143400	5.751631
1.143500	5.752695
1.143600	5.754020
1.143700	5.755674
1.143800	5.756570
1.143900	5.756938
1.144000	5.757876
1.144100	5.759158
1.144200	5.760748
1.144300	5.762142
1.144400	5.762751
1.144500	5.764227
1.144600	5.765201
1.144700	5.766180
1.144800	5.767989
1.144900	5.768414
1.145000	5.768516
1.145100	5.769624
1.145200	5.770843
1.145300	5.772235
1.145400	5.773548
1.145500	5.774649
1.145600	5.775702
1.145700	5.776653
1.145800	5.777631
1.145900	5.778663
1.146000	5.779895
1.146100	5.781179
1.146200	5.782340
1.146300	5.783516
1.146400	5.784695
1.146500	5.785602
1.146600	5.786413
1.146700	5.787354
1.146800	5.788417
1.146900	5.789525
1.147000	5.790216
1.147100	5.791102
1.147200	5.792321
1.147300	5.793416
1.147400	5.794472
1.147500	5.795433
1.147600	5.796326
1.147700	5.797187
1.147800	5.798116
1.147900	5.799448
1.148000	5.800634
1.148100	5.801271
1.148200	5.802078
1.148300	5.803087
1.148400	5.804586
1.148500	5.806085
1.148600	5.806561
1.148700	5.807304
1.148800	5.808297
1.148900	5.809279
1.149000	5.810287
1.149100	5.811503
1.149200	5.813304
1.149300	5.815114
1.149400	5.815762
1.149500	5.817404
1.149600	5.818254
1.149700	5.819117
1.149800	5.820344
1.149900	5.820957
1.150000	5.821722
1.150100	5.822830
1.150200	5.824070
1.150300	5.825229
1.150400	5.826089
1.150500	5.827039
1.150600	5.827874
1.150700	5.828715
1.150800	5.829667
1.150900	5.830676
1.151000	5.831778
1.151100	5.832896
1.151200	5.834178
1.151300	5.835199
1.151400	5.836009
1.151500	5.836807
1.151600	5.837703
1.151700	5.838838
1.151800	5.839991
1.151900	5.841022
1.152000	5.842004
1.152100	5.842951
1.152200	5.843986
1.152300	5.845124
1.152400	5.846118
1.152500	5.847050
1.152600	5.848326
1.152700	5.850094
1.152800	5.851183
1.152900	5.851671
1.153000	5.852346
1.153100	5.853212
1.153200	5.854156
1.153300	5.855187
1.153400	5.856274
1.153500	5.857600
1.153600	5.858428
1.153700	5.859245
1.153800	5.860315
1.153900	5.861602
1.154000	5.863203
1.154100	5.864155
1.154200	5.865872
1.154300	5.867277
1.154400	5.867255
1.154500	5.867894
1.154600	5.868918
1.154700	5.870770
1.154800	5.872168
1.154900	5.873125
1.155000	5.874225
1.155100	5.875232
1.155200	5.875993
1.155300	5.876963
1.155400	5.878059
1.155500	5.879056
1.155600	5.880073
1.155700	5.881162
1.155800	5.882269
1.155900	5.883256
1.156000	5.884071
1.156100	5.884952
1.156200	5.885851
1.156300	5.886647
1.156400	5.887487
1.156500	5.888347
1.156600	5.889392
1.156700	5.890742
1.156800	5.892039
1.156900	5.893055
1.157000	5.894227
1.157100	5.895266
1.157200	5.895926
1.157300	5.896579
1.157400	5.897403
1.157500	5.898442
1.157600	5.899626
1.157700	5.900620
1.157800	5.901704
1.157900	5.902472
1.158000	5.903361
1.158100	5.904530
1.158200	5.905860
1.158300	5.907303
1.158400	5.908176
1.158500	5.909334
1.158600	5.910356
1.158700	5.911184
1.158800	5.912140
1.158900	5.913282
1.159000	5.915131
1.159100	5.915722
1.159200	5.916747
1.159300	5.917910
1.159400	5.919538
1.159500	5.921407
1.159600	5.921750
1.159700	5.922373
1.159800	5.923138
1.159900	5.923901
1.160000	5.925001
1.160100	5.926228
1.160200	5.927267
1.160300	5.928147
1.160400	5.928791
1.160500	5.929559
1.160600	5.930481
1.160700	5.931417
1.160800	5.932425
1.160900	5.933593
1.161000	5.934783
1.161100	5.936023
1.161200	5.937240
1.161300	5.938112
1.161400	5.938908
1.161500	5.939877
1.161600	5.941013
1.161700	5.942128
1.161800	5.942881
1.161900	5.943718
1.162000	5.944619
1.162100	5.945707
1.162200	5.946859
1.162300	5.947846
1.162400	5.948968
1.162500	5.950206
1.162600	5.951484
1.162700	5.952476
1.162800	5.953506
1.162900	5.954596
1.163000	5.955635
1.163100	5.956834
1.163200	5.958337
1.163300	5.960131
1.163400	5.960749
1.163500	5.961208
1.163600	5.962106
1.163700	5.963077
1.163800	5.963949
1.163900	5.965143
1.164000	5.966857
1.164100	5.967891
1.164200	5.969968
1.164300	5.970869
1.164400	5.970980
1.164500	5.972155
1.164600	5.973446
1.164700	5.974760
1.164800	5.975818
1.164900	5.976927
1.165000	5.977847
1.165100	5.978741
1.165200	5.979734
1.165300	5.980781
1.165400	5.981887
1.165500	5.982970
1.165600	5.984098
1.165700	5.985330
1.165800	5.986700
1.165900	5.987841
1.166000	5.988698
1.166100	5.989593
1.166200	5.990259
1.166300	5.991125
1.166400	5.992265
1.166500	5.993476
1.166600	5.994504
1.166700	5.995519
1.166800	5.996610
1.166900	5.997735
1.167000	5.998742
1.167100	5.999614
1.167200	6.000658
1.167300	6.001694
1.167400	6.002826
1.167500	6.004152
1.167600	6.005785
1.167700	6.006892
1.167800	6.007219
1.167900	6.007997
1.168000	6.009338
1.168100	6.010847
1.168200	6.011684
1.168300	6.012656
1.168400	6.013766
1.168500	6.014967
1.168600	6.016168
1.168700	6.017349
1.168800	6.018664
1.168900	6.020263
1.169000	6.021930
1.169100	6.022135
1.169200	6.023292
1.169300	6.024015
1.169400	6.025316
1.169500	6.026320
1.169600	6.027202
1.169700	6.028292
1.169800	6.029255
1.169900	6.030268
1.170000	6.031212
1.170100	6.032234
1.170200	6.033240
1.170300	6.034394
1.170400	6.035240
1.170500	6.036121
1.170600	6.037250
1.170700	6.038389
1.170800	6.039282
1.170900	6.040117
1.171000	6.041093
1.171100	6.042337
1.171200	6.043595
1.171300	6.044538
1.171400	6.045497
1.171500	6.046472
1.171600	6.047427
1.171700	6.048390
1.171800	6.049427
1.171900	6.050460
1.172000	6.051771
1.172100	6.052929
1.172200	6.053840
1.172300	6.054956
1.172400	6.056241
1.172500	6.057320
1.172600	6.058042
1.172700	6.058879
1.172800	6.059753
1.172900	6.060750
1.173000	6.061800
1.173100	6.062960
1.173200	6.064361
1.173300	6.066297
1.173400	6.067328
1.173500	6.067718
1.173600	6.068456
1.173700	6.069480
1.173800	6.070693
1.173900	6.072235
1.174000	6.073315
1.174100	6.073487
1.174200	6.074428
1.174300	6.076261
1.174400	6.078718
1.174500	6.079269
1.174600	6.079633
1.174700	6.080413
1.174800	6.081394
1.174900	6.082548
1.175000	6.083855
1.175100	6.084824
1.175200	6.085746
1.175300	6.086855
1.175400	6.088002
1.175500	6.088988
1.175600	6.089865
1.175700	6.090771
1.175800	6.091664
1.175900	6.092632
1.176000	6.093700
1.176100	6.094841
1.176200	6.096100
1.176300	6.097238
1.176400	6.098153
1.176500	6.099256
1.176600	6.100683
1.176700	6.102137
1.176800	6.102991
1.176900	6.103947
1.177000	6.105083
1.177100	6.106345
1.177200	6.107166
1.177300	6.107888
1.177400	6.108864
1.177500	6.109896
1.177600	6.111172
1.177700	6.112792
1.177800	6.113821
1.177900	6.114547
1.178000	6.115673
1.178100	6.117063
1.178200	6.118221
1.178300	6.119796
1.178400	6.120975
1.178500	6.121390
1.178600	6.122054
1.178700	6.123043
1.178800	6.124086
1.178900	6.125481
1.179000	6.127031
1.179100	6.129386
1.179200	6.131218
1.179300	6.131120
1.179400	6.132017
1.179500	6.132726
1.179600	6.133922
1.179700	6.135460
1.179800	6.137038
1.179900	6.137761
1.180000	6.138565
1.180100	6.139568
1.180200	6.140514
1.180300	6.141435
1.180400	6.142508
1.180500	6.143826
1.180600	6.145254
1.180700	6.146529
1.180800	6.147730
1.180900	6.148981
1.181000	6.150018
1.181100	6.150807
1.181200	6.151819
1.181300	6.153206
1.181400	6.154515
1.181500	6.155364
1.181600	6.156080
1.181700	6.156789
1.181800	6.157669
1.181900	6.158760
1.182000	6.159986
1.182100	6.161205
1.182200	6.162428
1.182300	6.163662
1.182400	6.165076
1.182500	6.166224
1.182600	6.167342
1.182700	6.168887
1.182800	6.170243
1.182900	6.171033
1.183000	6.172091
1.183100	6.173174
1.183200	6.174074
1.183300	6.174758
1.183400	6.176018
1.183500	6.177752
1.183600	6.179343
1.183700	6.180269
1.183800	6.181527
1.183900	6.183260
1.184000	6.184199
1.184100	6.184901
1.184200	6.185654
1.184300	6.186168
1.184400	6.187651
1.184500	6.190064
1.184600	6.191684
1.184700	6.192193
1.184800	6.193223
1.184900	6.194099
1.185000	6.195099
1.185100	6.196151
1.185200	6.197427
1.185300	6.198785
1.185400	6.199908
1.185500	6.201111
1.185600	6.202569
1.185700	6.203813
1.185800	6.204566
1.185900	6.205201
1.186000	6.206034
1.186100	6.207070
1.186200	6.208000
1.186300	6.208998
1.186400	6.209955
1.186500	6.210998
1.186600	6.212098
1.186700	6.213385
1.186800	6.214823
1.186900	6.215856
1.187000	6.216751
1.187100	6.217898
1.187200	6.218900
1.187300	6.220003
1.187400	6.221702
1.187500	6.223034
1.187600	6.223741
1.187700	6.224487
1.187800	6.225380
1.187900	6.226344
1.188000	6.227704
1.188100	6.229050
1.188200	6.230437
1.188300	6.231951
1.188400	6.233200
1.188500	6.234395
1.188600	6.236009
1.188700	6.236423
1.188800	6.236729
1.188900	6.237596
1.189000	6.238602
1.189100	6.239729
1.189200	6.240877
1.189300	6.242443
1.189400	6.243429
1.189500	6.244454
1.189600	6.245693
1.189700	6.246896
1.189800	6.248054
1.189900	6.248750
1.190000	6.250135
1.190100	6.251831
1.190200	6.252853
1.190300	6.254057
1.190400	6.255261
1.190500	6.255997
1.190600	6.256903
1.190700	6.257906
1.190800	6.258907
1.190900	6.260001
1.191000	6.261129
1.191100	6.262290
1.191200	6.263326
1.191300	6.264114
1.191400	6.265001
1.191500	6.266018
1.191600	6.267080
1.191700	6.268291
1.191800	6.269483
1.191900	6.270360
1.192000	6.271063
1.192100	6.271934
1.192200	6.272781
1.192300	6.273340
1.192400	6.273980
1.192500	6.274785
1.192600	6.275618
1.192700	6.276682
1.192800	6.277768
1.192900	6.279104
1.193000	6.280685
1.193100	6.281716
1.193200	6.282201
1.193300	6.283130
1.193400	6.283929
1.193500	6.284733
1.193600	6.285808
1.193700	6.286911
1.193800	6.288102
1.193900	6.289163
1.194000	6.290319
1.194100	6.291402
1.194200	6.292616
1.194300	6.294412
1.194400	6.295531
1.194500	6.296888
1.194600	6.297649
1.194700	6.297591
1.194800	6.299391
1.194900	6.301838
1.195000	6.302814
1.195100	6.303694
1.195200	6.304593
1.195300	6.305781
1.195400	6.306893
1.195500	6.308017
1.195600	6.309189
1.195700	6.310119
1.195800	6.311037
1.195900	6.312070
1.196000	6.313228
1.196100	6.314521
1.196200	6.315535
1.196300	6.316316
1.196400	6.317219
1.196500	6.318500
1.196600	6.319276
1.196700	6.319987
1.196800	6.321128
1.196900	6.322310
1.197000	6.323309
1.197100	6.324210
1.197200	6.325138
1.197300	6.326229
1.197400	6.327436
1.197500	6.328443
1.197600	6.329597
1.197700	6.331287
1.197800	6.332264
1.197900	6.332572
1.198000	6.333419
1.198100	6.334355
1.198200	6.335228
1.198300	6.336320
1.198400	6.337367
1.198500	6.338589
1.198600	6.339562
1.198700	6.340315
1.198800	6.341261
1.198900	6.342990
1.199000	6.345190
1.199100	6.345809
1.199200	6.345714
1.199300	6.346528
1.199400	6.347404
1.199500	6.348142
1.199600	6.349139
1.199700	6.350359
1.199800	6.351341
1.199900	6.352895
1.200000	6.353511
1.200100	6.354665
1.200200	6.355444
1.200300	6.356575
1.200400	6.357603
1.200500	6.358811
1.200600	6.360439
1.200700	6.362016
1.200800	6.363786
1.200900	6.365247
1.201000	6.366064
1.201100	6.367028
1.201200	6.368371
1.201300	6.369378
1.201400	6.369901
1.201500	6.370701
1.201600	6.371750
1.201700	6.372695
1.201800	6.373776
1.201900	6.374965
1.202000	6.376309
1.202100	6.377848
1.202200	6.378971
1.202300	6.380048
1.202400	6.381587
1.202500	6.382855
1.202600	6.383281
1.202700	6.384089
1.202800	6.385136
1.202900	6.386453
1.203000	6.388220
1.203100	6.389246
1.203200	6.389996
1.203300	6.390930
1.203400	6.392073
1.203500	6.393340
1.203600	6.394673
1.203700	6.396790
1.203800	6.397968
1.203900	6.398255
1.204000	6.399147
1.204100	6.400184
1.204200	6.400979
1.204300	6.401968
1.204400	6.403087
1.204500	6.404379
1.204600	6.405739
1.204700	6.406876
1.204800	6.407506
1.204900	6.408379
1.205000	6.409303
1.205100	6.410933
1.205200	6.411483
1.205300	6.412380
1.205400	6.413853
1.205500	6.415563
1.205600	6.417669
1.205700	6.418399
1.205800	6.418933
1.205900	6.419920
1.206000	6.420814
1.206100	6.421675
1.206200	6.422371
1.206300	6.423260
1.206400	6.424278
1.206500	6.425396
1.206600	6.426628
1.206700	6.428060
1.206800	6.429490
1.206900	6.430548
1.207000	6.431214
1.207100	6.432148
1.207200	6.433052
1.207300	6.433951
1.207400	6.435524
1.207500	6.436801
1.207600	6.437754
1.207700	6.438838
1.207800	6.439551
1.207900	6.439891
1.208000	6.440853
1.208100	6.442315
1.208200	6.443706
1.208300	6.444656
1.208400	6.445705
1.208500	6.446987
1.208600	6.447788
1.208700	6.448939
1.208800	6.450010
1.208900	6.450534
1.209000	6.451499
1.209100	6.452690
1.209200	6.453818
1.209300	6.454821
1.209400	6.455848
1.209500	6.456662
1.209600	6.457735
1.209700	6.458721
1.209800	6.460099
1.209900	6.461556
1.210000	6.462402
1.210100	6.463397
1.210200	6.464209
1.210300	6.465096
1.210400	6.466790
1.210500	6.467933
1.210600	6.468897
1.210700	6.469643
1.210800	6.470139
1.210900	6.471158
1.211000	6.472407
1.211100	6.473621
1.211200	6.475044
1.211300	6.476408
1.211400	6.477724
1.211500	6.479285
1.211600	6.480204
1.211700	6.480878
1.211800	6.481758
1.211900	6.482897
1.212000	6.484295
1.212100	6.485924
1.212200	6.487062
1.212300	6.487294
1.212400	6.487545
1.212500	6.488185
1.212600	6.488974
1.212700	6.489855
1.212800	6.490932
1.212900	6.492231
1.213000	6.493284
1.213100	6.494606
1.213200	6.496026
1.213300	6.496589
1.213400	6.497339
1.213500	6.498404
1.213600	6.499157
1.213700	6.500151
1.213800	6.501168
1.213900	6.502123
1.214000	6.503049
1.214100	6.503927
1.214200	6.504705
1.214300	6.505591
1.214400	6.506975
1.214500	6.508800
1.214600	6.510792
1.214700	6.511568
1.214800	6.511926
1.214900	6.512780
1.215000	6.513443
1.215100	6.514620
1.215200	6.515799
1.215300	6.516769
1.215400	6.517862
1.215500	6.518418
1.215600	6.518632
1.215700	6.519603
1.215800	6.521450
1.215900	6.522412
1.216000	6.523038
1.216100	6.524637
1.216200	6.525943
1.216300	6.527151
1.216400	6.528976
1.216500	6.531117
1.216600	6.531955
1.216700	6.532436
1.216800	6.533300
1.216900	6.534435
1.217000	6.535006
1.217100	6.535647
1.217200	6.536419
1.217300	6.537214
1.217400	6.538245
1.217500	6.539475
1.217600	6.540752
1.217700	6.541814
1.217800	6.542783
1.217900	6.544170
1.218000	6.545028
1.218100	6.546087
1.218200	6.547242
1.218300	6.548153
1.218400	6.549206
1.218500	6.550316
1.218600	6.551454
1.218700	6.552559
1.218800	6.553318
1.218900	6.554098
1.219000	6.555054
1.219100	6.556190
1.219200	6.557363
1.219300	6.559564
1.219400	6.560848
1.219500	6.561241
1.219600	6.562460
1.219700	6.563056
1.219800	6.563690
1.219900	6.564819
1.220000	6.565957
1.220100	6.566727
1.220200	6.567383
1.220300	6.568585
1.220400	6.570076
1.220500	6.570910
1.220600	6.572292
1.220700	6.573171
1.220800	6.574287
1.220900	6.575409
1.221000	6.576144
1.221100	6.577021
1.221200	6.578198
1.221300	6.580308
1.221400	6.581201
1.221500	6.582223
1.221600	6.582827
1.221700	6.583408
1.221800	6.584596
1.221900	6.585851
1.222000	6.587068
1.222100	6.588223
1.222200	6.589479
1.222300	6.590962
1.222400	6.591850
1.222500	6.592772
1.222600	6.594083
1.222700	6.594820
1.222800	6.595214
1.222900	6.596126
1.223000	6.596907
1.223100	6.598138
1.223200	6.599364
1.223300	6.600132
1.223400	6.601023
1.223500	6.601970
1.223600	6.602725
1.223700	6.603689
1.223800	6.604930
1.223900	6.606305
1.224000	6.608569
1.224100	6.610535
1.224200	6.610647
1.224300	6.610851
1.224400	6.611623
1.224500	6.612420
1.224600	6.613655
1.224700	6.614640
1.224800	6.615562
1.224900	6.616317
1.225000	6.617171
1.225100	6.618372
1.225200	6.619399
1.225300	6.620100
1.225400	6.621278
1.225500	6.622785
1.225600	6.624520
1.225700	6.625058
1.225800	6.625932
1.225900	6.627129
1.226000	6.628203
1.226100	6.629083
1.226200	6.629890
1.226300	6.631100
1.226400	6.631638
1.226500	6.631528
1.226600	6.631941
1.226700	6.633398
1.226800	6.634985
1.226900	6.636643
1.227000	6.637866
1.227100	6.639247
1.227200	6.640487
1.227300	6.641932
1.227400	6.642923
1.227500	6.643658
1.227600	6.644699
1.227700	6.645475
1.227800	6.646463
1.227900	6.647636
1.228000	6.648277
1.228100	6.649219
1.228200	6.650122
1.228300	6.650674
1.228400	6.651422
1.228500	6.652306
1.228600	6.653452
1.228700	6.655258
1.228800	6.657163
1.228900	6.657899
1.229000	6.657965
1.229100	6.658891
1.229200	6.660268
1.229300	6.661785
1.229400	6.662628
1.229500	6.663132
1.229600	6.664033
1.229700	6.665131
1.229800	6.666060
1.229900	6.666895
1.230000	6.667799
1.230100	6.669003
1.230200	6.670357
1.230300	6.672273
1.230400	6.673566
1.230500	6.674325
1.230600	6.675940
1.230700	6.676353
1.230800	6.676673
1.230900	6.677413
1.231000	6.678363
1.231100	6.679399
1.231200	6.680039
1.231300	6.680564
1.231400	6.681388
1.231500	6.682666
1.231600	6.684074
1.231700	6.685747
1.231800	6.686658
1.231900	6.687291
1.232000	6.688217
1.232100	6.689092
1.232200	6.690125
1.232300	6.691598
1.232400	6.693068
1.232500	6.694481
1.232600	6.696042
1.232700	6.696570
1.232800	6.697785
1.232900	6.699357
1.233000	6.700434
1.233100	6.701107
1.233200	6.702266
1.233300	6.703491
1.233400	6.704076
1.233500	6.704862
1.233600	6.705739
1.233700	6.707114
1.233800	6.708720
1.233900	6.709464
1.234000	6.710202
1.234100	6.711136
