order	delta_t	error
4	0.019300	0.002444
4	0.019400	0.002452
4	0.019500	0.002461
4	0.019600	0.002470
4	0.019700	0.002479
4	0.019800	0.002488
4	0.019900	0.002496
4	0.020000	0.002505
4	0.020100	0.002514
4	0.020200	0.002522
4	0.020300	0.002530
4	0.020400	0.002538
4	0.020500	0.002547
4	0.020600	0.002555
4	0.020700	0.002563
4	0.020800	0.002572
4	0.020900	0.002581
4	0.021000	0.002589
4	0.021100	0.002598
4	0.021200	0.002605
4	0.021300	0.002612
4	0.021400	0.002619
4	0.021500	0.002626
4	0.021600	0.002634
4	0.021700	0.002641
4	0.021800	0.002649
4	0.021900	0.002657
4	0.022000	0.002664
4	0.022100	0.002670
4	0.022200	0.002678
4	0.022300	0.002687
4	0.022400	0.002696
4	0.022500	0.002704
4	0.022600	0.002712
4	0.022700	0.002719
4	0.022800	0.002727
4	0.022900	0.002734
4	0.023000	0.002742
4	0.023100	0.002751
4	0.023200	0.002759
4	0.023300	0.002766
4	0.023400	0.002773
4	0.023500	0.002781
4	0.023600	0.002789
4	0.023700	0.002797
4	0.023800	0.002805
4	0.023900	0.002813
4	0.024000	0.002821
4	0.024100	0.002829
4	0.024200	0.002837
4	0.024300	0.002845
4	0.024400	0.002852
4	0.024500	0.002859
4	0.024600	0.002867
4	0.024700	0.002875
4	0.024800	0.002882
4	0.024900	0.002889
4	0.025000	0.002896
4	0.025100	0.002903
4	0.025200	0.002910
4	0.025300	0.002917
4	0.025400	0.002924
4	0.025500	0.002932
4	0.025600	0.002940
4	0.025700	0.002947
4	0.025800	0.002955
4	0.025900	0.002962
4	0.026000	0.002969
4	0.026100	0.002976
4	0.026200	0.002983
4	0.026300	0.002989
4	0.026400	0.002995
4	0.026500	0.003002
4	0.026600	0.003010
4	0.026700	0.003019
4	0.026800	0.003026
4	0.026900	0.003033
4	0.027000	0.003040
4	0.027100	0.003048
4	0.027200	0.003055
4	0.027300	0.003062
4	0.027400	0.003070
4	0.027500	0.003078
4	0.027600	0.003085
4	0.027700	0.003092
4	0.027800	0.003098
4	0.027900	0.003105
4	0.028000	0.003112
4	0.028100	0.003119
4	0.028200	0.003126
4	0.028300	0.003133
4	0.028400	0.003139
4	0.028500	0.003146
4	0.028600	0.003153
4	0.028700	0.003161
4	0.028800	0.003168
4	0.028900	0.003175
4	0.029000	0.003182
4	0.029100	0.003188
4	0.029200	0.003195
4	0.029300	0.003202
4	0.029400	0.003209
4	0.029500	0.003215
4	0.029600	0.003222
4	0.029700	0.003229
4	0.029800	0.003236
4	0.029900	0.003243
4	0.030000	0.003249
4	0.030100	0.003256
4	0.030200	0.003263
4	0.030300	0.003270
4	0.030400	0.003276
4	0.030500	0.003283
4	0.030600	0.003289
4	0.030700	0.003297
4	0.030800	0.003304
4	0.030900	0.003312
4	0.031000	0.003318
4	0.031100	0.003325
4	0.031200	0.003331
4	0.031300	0.003338
4	0.031400	0.003346
4	0.031500	0.003352
4	0.031600	0.003359
4	0.031700	0.003365
4	0.031800	0.003372
4	0.031900	0.003378
4	0.032000	0.003384
4	0.032100	0.003390
4	0.032200	0.003397
4	0.032300	0.003403
4	0.032400	0.003409
4	0.032500	0.003416
4	0.032600	0.003422
4	0.032700	0.003430
4	0.032800	0.003438
4	0.032900	0.003445
4	0.033000	0.003452
4	0.033100	0.003459
4	0.033200	0.003466
4	0.033300	0.003473
4	0.033400	0.003481
4	0.033500	0.003488
4	0.033600	0.003495
4	0.033700	0.003502
4	0.033800	0.003510
4	0.033900	0.003518
4	0.034000	0.003525
4	0.034100	0.003532
4	0.034200	0.003539
4	0.034300	0.003547
4	0.034400	0.003553
4	0.034500	0.003558
4	0.034600	0.003564
4	0.034700	0.003570
4	0.034800	0.003576
4	0.034900	0.003583
4	0.035000	0.003590
4	0.035100	0.003596
4	0.035200	0.003602
4	0.035300	0.003608
4	0.035400	0.003614
4	0.035500	0.003620
4	0.035600	0.003627
4	0.035700	0.003633
4	0.035800	0.003638
4	0.035900	0.003643
4	0.036000	0.003649
4	0.036100	0.003655
4	0.036200	0.003662
4	0.036300	0.003668
4	0.036400	0.003676
4	0.036500	0.003683
4	0.036600	0.003691
4	0.036700	0.003698
4	0.036800	0.003705
4	0.036900	0.003713
4	0.037000	0.003720
4	0.037100	0.003729
4	0.037200	0.003736
4	0.037300	0.003744
4	0.037400	0.003751
4	0.037500	0.003757
4	0.037600	0.003763
4	0.037700	0.003770
4	0.037800	0.003777
4	0.037900	0.003783
4	0.038000	0.003789
4	0.038100	0.003794
4	0.038200	0.003800
4	0.038300	0.003805
4	0.038400	0.003810
4	0.038500	0.003814
4	0.038600	0.003819
4	0.038700	0.003824
4	0.038800	0.003829
4	0.038900	0.003836
4	0.039000	0.003843
4	0.039100	0.003850
4	0.039200	0.003856
4	0.039300	0.003863
4	0.039400	0.003869
4	0.039500	0.003876
4	0.039600	0.003882
4	0.039700	0.003890
4	0.039800	0.003897
4	0.039900	0.003904
4	0.040000	0.003911
4	0.040100	0.003917
4	0.040200	0.003923
4	0.040300	0.003929
4	0.040400	0.003936
4	0.040500	0.003942
4	0.040600	0.003948
4	0.040700	0.003954
4	0.040800	0.003960
4	0.040900	0.003967
4	0.041000	0.003973
4	0.041100	0.003978
4	0.041200	0.003984
4	0.041300	0.003990
4	0.041400	0.003996
4	0.041500	0.004002
4	0.041600	0.004008
4	0.041700	0.004014
4	0.041800	0.004020
4	0.041900	0.004025
4	0.042000	0.004031
4	0.042100	0.004038
4	0.042200	0.004044
4	0.042300	0.004050
4	0.042400	0.004056
4	0.042500	0.004062
4	0.042600	0.004068
4	0.042700	0.004074
4	0.042800	0.004081
4	0.042900	0.004088
4	0.043000	0.004094
4	0.043100	0.004101
4	0.043200	0.004107
4	0.043300	0.004112
4	0.043400	0.004118
4	0.043500	0.004124
4	0.043600	0.004129
4	0.043700	0.004134
4	0.043800	0.004140
4	0.043900	0.004146
4	0.044000	0.004152
4	0.044100	0.004158
4	0.044200	0.004163
4	0.044300	0.004167
4	0.044400	0.004171
4	0.044500	0.004177
4	0.044600	0.004183
4	0.044700	0.004189
4	0.044800	0.004195
4	0.044900	0.004201
4	0.045000	0.004208
4	0.045100	0.004215
4	0.045200	0.004222
4	0.045300	0.004227
4	0.045400	0.004234
4	0.045500	0.004240
4	0.045600	0.004247
4	0.045700	0.004253
4	0.045800	0.004259
4	0.045900	0.004266
4	0.046000	0.004272
4	0.046100	0.004278
4	0.046200	0.004284
4	0.046300	0.004290
4	0.046400	0.004296
4	0.046500	0.004302
4	0.046600	0.004307
4	0.046700	0.004313
4	0.046800	0.004319
4	0.046900	0.004326
4	0.047000	0.004332
4	0.047100	0.004338
4	0.047200	0.004343
4	0.047300	0.004349
4	0.047400	0.004354
4	0.047500	0.004360
4	0.047600	0.004365
4	0.047700	0.004369
4	0.047800	0.004374
4	0.047900	0.004379
4	0.048000	0.004384
4	0.048100	0.004389
4	0.048200	0.004395
4	0.048300	0.004400
4	0.048400	0.004404
4	0.048500	0.004409
4	0.048600	0.004415
4	0.048700	0.004422
4	0.048800	0.004429
4	0.048900	0.004436
4	0.049000	0.004443
4	0.049100	0.004450
4	0.049200	0.004456
4	0.049300	0.004463
4	0.049400	0.004470
4	0.049500	0.004476
4	0.049600	0.004482
4	0.049700	0.004489
4	0.049800	0.004496
4	0.049900	0.004503
4	0.050000	0.004510
4	0.050100	0.004516
4	0.050200	0.004522
4	0.050300	0.004528
4	0.050400	0.004535
4	0.050500	0.004542
4	0.050600	0.004550
4	0.050700	0.004557
4	0.050800	0.004563
4	0.050900	0.004568
4	0.051000	0.004573
4	0.051100	0.004579
4	0.051200	0.004585
4	0.051300	0.004590
4	0.051400	0.004595
4	0.051500	0.004598
4	0.051600	0.004602
4	0.051700	0.004606
4	0.051800	0.004610
4	0.051900	0.004615
4	0.052000	0.004620
4	0.052100	0.004626
4	0.052200	0.004632
4	0.052300	0.004638
4	0.052400	0.004643
4	0.052500	0.004649
4	0.052600	0.004654
4	0.052700	0.004660
4	0.052800	0.004666
4	0.052900	0.004673
4	0.053000	0.004680
4	0.053100	0.004687
4	0.053200	0.004693
4	0.053300	0.004699
4	0.053400	0.004705
4	0.053500	0.004712
4	0.053600	0.004720
4	0.053700	0.004727
4	0.053800	0.004733
4	0.053900	0.004741
4	0.054000	0.004749
4	0.054100	0.004756
4	0.054200	0.004763
4	0.054300	0.004769
4	0.054400	0.004775
4	0.054500	0.004781
4	0.054600	0.004786
4	0.054700	0.004792
4	0.054800	0.004798
4	0.054900	0.004804
4	0.055000	0.004809
4	0.055100	0.004814
4	0.055200	0.004819
4	0.055300	0.004824
4	0.055400	0.004829
4	0.055500	0.004834
4	0.055600	0.004838
4	0.055700	0.004842
4	0.055800	0.004846
4	0.055900	0.004850
4	0.056000	0.004855
4	0.056100	0.004860
4	0.056200	0.004866
4	0.056300	0.004871
4	0.056400	0.004876
4	0.056500	0.004882
4	0.056600	0.004887
4	0.056700	0.004892
4	0.056800	0.004897
4	0.056900	0.004903
4	0.057000	0.004910
4	0.057100	0.004917
4	0.057200	0.004925
4	0.057300	0.004933
4	0.057400	0.004940
4	0.057500	0.004947
4	0.057600	0.004953
4	0.057700	0.004960
4	0.057800	0.004966
4	0.057900	0.004973
4	0.058000	0.004980
4	0.058100	0.004986
4	0.058200	0.004993
4	0.058300	0.005000
4	0.058400	0.005006
4	0.058500	0.005012
4	0.058600	0.005018
4	0.058700	0.005023
4	0.058800	0.005029
4	0.058900	0.005035
4	0.059000	0.005041
4	0.059100	0.005047
4	0.059200	0.005052
4	0.059300	0.005057
4	0.059400	0.005061
4	0.059500	0.005065
4	0.059600	0.005070
4	0.059700	0.005074
4	0.059800	0.005078
4	0.059900	0.005083
4	0.060000	0.005087
4	0.060100	0.005091
4	0.060200	0.005096
4	0.060300	0.005102
4	0.060400	0.005108
4	0.060500	0.005113
4	0.060600	0.005117
4	0.060700	0.005122
4	0.060800	0.005127
4	0.060900	0.005132
4	0.061000	0.005137
4	0.061100	0.005143
4	0.061200	0.005148
4	0.061300	0.005155
4	0.061400	0.005161
4	0.061500	0.005166
4	0.061600	0.005172
4	0.061700	0.005177
4	0.061800	0.005183
4	0.061900	0.005190
4	0.062000	0.005196
4	0.062100	0.005203
4	0.062200	0.005210
4	0.062300	0.005216
4	0.062400	0.005224
4	0.062500	0.005231
4	0.062600	0.005238
4	0.062700	0.005244
4	0.062800	0.005251
4	0.062900	0.005257
4	0.063000	0.005264
4	0.063100	0.005272
4	0.063200	0.005279
4	0.063300	0.005286
4	0.063400	0.005293
4	0.063500	0.005299
4	0.063600	0.005305
4	0.063700	0.005310
4	0.063800	0.005317
4	0.063900	0.005324
4	0.064000	0.005332
4	0.064100	0.005339
4	0.064200	0.005345
4	0.064300	0.005350
4	0.064400	0.005356
4	0.064500	0.005362
4	0.064600	0.005368
4	0.064700	0.005373
4	0.064800	0.005378
4	0.064900	0.005382
4	0.065000	0.005387
4	0.065100	0.005391
4	0.065200	0.005397
4	0.065300	0.005401
4	0.065400	0.005406
4	0.065500	0.005410
4	0.065600	0.005414
4	0.065700	0.005417
4	0.065800	0.005420
4	0.065900	0.005424
4	0.066000	0.005428
4	0.066100	0.005433
4	0.066200	0.005438
4	0.066300	0.005443
4	0.066400	0.005448
4	0.066500	0.005452
4	0.066600	0.005457
4	0.066700	0.005461
4	0.066800	0.005465
4	0.066900	0.005469
4	0.067000	0.005474
4	0.067100	0.005480
4	0.067200	0.005487
4	0.067300	0.005494
4	0.067400	0.005501
4	0.067500	0.005508
4	0.067600	0.005516
4	0.067700	0.005524
4	0.067800	0.005531
4	0.067900	0.005539
4	0.068000	0.005546
4	0.068100	0.005556
4	0.068200	0.005565
4	0.068300	0.005574
4	0.068400	0.005581
4	0.068500	0.005589
4	0.068600	0.005596
4	0.068700	0.005604
4	0.068800	0.005612
4	0.068900	0.005619
4	0.069000	0.005627
4	0.069100	0.005633
4	0.069200	0.005640
4	0.069300	0.005648
4	0.069400	0.005656
4	0.069500	0.005664
4	0.069600	0.005671
4	0.069700	0.005677
4	0.069800	0.005684
4	0.069900	0.005690
4	0.070000	0.005696
4	0.070100	0.005703
4	0.070200	0.005710
4	0.070300	0.005717
4	0.070400	0.005725
4	0.070500	0.005731
4	0.070600	0.005737
4	0.070700	0.005742
4	0.070800	0.005747
4	0.070900	0.005753
4	0.071000	0.005758
4	0.071100	0.005763
4	0.071200	0.005769
4	0.071300	0.005774
4	0.071400	0.005781
4	0.071500	0.005787
4	0.071600	0.005793
4	0.071700	0.005798
4	0.071800	0.005802
4	0.071900	0.005806
4	0.072000	0.005810
4	0.072100	0.005814
4	0.072200	0.005818
4	0.072300	0.005822
4	0.072400	0.005826
4	0.072500	0.005830
4	0.072600	0.005834
4	0.072700	0.005837
4	0.072800	0.005840
4	0.072900	0.005844
4	0.073000	0.005850
4	0.073100	0.005855
4	0.073200	0.005861
4	0.073300	0.005866
4	0.073400	0.005872
4	0.073500	0.005878
4	0.073600	0.005884
4	0.073700	0.005891
4	0.073800	0.005897
4	0.073900	0.005903
4	0.074000	0.005909
4	0.074100	0.005916
4	0.074200	0.005924
4	0.074300	0.005931
4	0.074400	0.005938
4	0.074500	0.005946
4	0.074600	0.005953
4	0.074700	0.005961
4	0.074800	0.005969
4	0.074900	0.005976
4	0.075000	0.005984
4	0.075100	0.005992
4	0.075200	0.006000
4	0.075300	0.006008
4	0.075400	0.006016
4	0.075500	0.006025
4	0.075600	0.006034
4	0.075700	0.006044
4	0.075800	0.006053
4	0.075900	0.006061
4	0.076000	0.006068
4	0.076100	0.006075
4	0.076200	0.006082
4	0.076300	0.006089
4	0.076400	0.006096
4	0.076500	0.006103
4	0.076600	0.006110
4	0.076700	0.006116
4	0.076800	0.006122
4	0.076900	0.006128
4	0.077000	0.006133
4	0.077100	0.006139
4	0.077200	0.006147
4	0.077300	0.006154
4	0.077400	0.006162
4	0.077500	0.006168
4	0.077600	0.006174
4	0.077700	0.006180
4	0.077800	0.006186
4	0.077900	0.006192
4	0.078000	0.006198
4	0.078100	0.006203
4	0.078200	0.006209
4	0.078300	0.006215
4	0.078400	0.006221
4	0.078500	0.006227
4	0.078600	0.006233
4	0.078700	0.006239
4	0.078800	0.006245
4	0.078900	0.006250
4	0.079000	0.006256
4	0.079100	0.006261
4	0.079200	0.006266
4	0.079300	0.006271
4	0.079400	0.006276
4	0.079500	0.006281
4	0.079600	0.006286
4	0.079700	0.006290
4	0.079800	0.006295
4	0.079900	0.006299
4	0.080000	0.006303
4	0.080100	0.006306
4	0.080200	0.006309
4	0.080300	0.006313
4	0.080400	0.006318
4	0.080500	0.006323
4	0.080600	0.006330
4	0.080700	0.006337
4	0.080800	0.006344
4	0.080900	0.006350
4	0.081000	0.006357
4	0.081100	0.006364
4	0.081200	0.006371
4	0.081300	0.006380
4	0.081400	0.006390
4	0.081500	0.006399
4	0.081600	0.006408
4	0.081700	0.006417
4	0.081800	0.006425
4	0.081900	0.006434
4	0.082000	0.006442
4	0.082100	0.006451
4	0.082200	0.006459
4	0.082300	0.006468
4	0.082400	0.006476
4	0.082500	0.006484
4	0.082600	0.006492
4	0.082700	0.006501
4	0.082800	0.006508
4	0.082900	0.006514
4	0.083000	0.006521
4	0.083100	0.006529
4	0.083200	0.006536
4	0.083300	0.006544
4	0.083400	0.006552
4	0.083500	0.006559
4	0.083600	0.006567
4	0.083700	0.006576
4	0.083800	0.006584
4	0.083900	0.006593
4	0.084000	0.006601
4	0.084100	0.006609
4	0.084200	0.006616
4	0.084300	0.006624
4	0.084400	0.006632
4	0.084500	0.006640
4	0.084600	0.006650
4	0.084700	0.006659
4	0.084800	0.006667
4	0.084900	0.006675
4	0.085000	0.006682
4	0.085100	0.006690
4	0.085200	0.006696
4	0.085300	0.006703
4	0.085400	0.006710
4	0.085500	0.006717
4	0.085600	0.006725
4	0.085700	0.006732
4	0.085800	0.006738
4	0.085900	0.006743
4	0.086000	0.006747
4	0.086100	0.006751
4	0.086200	0.006757
4	0.086300	0.006762
4	0.086400	0.006767
4	0.086500	0.006772
4	0.086600	0.006777
4	0.086700	0.006783
4	0.086800	0.006788
4	0.086900	0.006793
4	0.087000	0.006798
4	0.087100	0.006803
4	0.087200	0.006809
4	0.087300	0.006815
4	0.087400	0.006823
4	0.087500	0.006831
4	0.087600	0.006838
4	0.087700	0.006845
4	0.087800	0.006852
4	0.087900	0.006859
4	0.088000	0.006866
4	0.088100	0.006873
4	0.088200	0.006880
4	0.088300	0.006886
4	0.088400	0.006893
4	0.088500	0.006899
4	0.088600	0.006905
4	0.088700	0.006912
4	0.088800	0.006921
4	0.088900	0.006929
4	0.089000	0.006937
4	0.089100	0.006944
4	0.089200	0.006950
4	0.089300	0.006957
4	0.089400	0.006964
4	0.089500	0.006971
4	0.089600	0.006979
4	0.089700	0.006986
4	0.089800	0.006994
4	0.089900	0.007002
4	0.090000	0.007010
4	0.090100	0.007017
4	0.090200	0.007024
4	0.090300	0.007033
4	0.090400	0.007043
4	0.090500	0.007053
4	0.090600	0.007064
4	0.090700	0.007074
4	0.090800	0.007084
4	0.090900	0.007095
4	0.091000	0.007106
4	0.091100	0.007117
4	0.091200	0.007128
4	0.091300	0.007139
4	0.091400	0.007149
4	0.091500	0.007160
4	0.091600	0.007170
4	0.091700	0.007181
4	0.091800	0.007191
4	0.091900	0.007200
4	0.092000	0.007208
4	0.092100	0.007217
4	0.092200	0.007225
4	0.092300	0.007234
4	0.092400	0.007242
4	0.092500	0.007251
4	0.092600	0.007259
4	0.092700	0.007267
4	0.092800	0.007276
4	0.092900	0.007284
4	0.093000	0.007292
4	0.093100	0.007300
4	0.093200	0.007308
4	0.093300	0.007315
4	0.093400	0.007321
4	0.093500	0.007327
4	0.093600	0.007334
4	0.093700	0.007342
4	0.093800	0.007350
4	0.093900	0.007357
4	0.094000	0.007365
4	0.094100	0.007372
4	0.094200	0.007380
4	0.094300	0.007387
4	0.094400	0.007394
4	0.094500	0.007401
4	0.094600	0.007408
4	0.094700	0.007416
4	0.094800	0.007425
4	0.094900	0.007432
4	0.095000	0.007439
4	0.095100	0.007447
4	0.095200	0.007454
4	0.095300	0.007462
4	0.095400	0.007469
4	0.095500	0.007476
4	0.095600	0.007483
4	0.095700	0.007489
4	0.095800	0.007495
4	0.095900	0.007501
4	0.096000	0.007506
4	0.096100	0.007511
4	0.096200	0.007516
4	0.096300	0.007521
4	0.096400	0.007527
4	0.096500	0.007533
4	0.096600	0.007539
4	0.096700	0.007545
4	0.096800	0.007550
4	0.096900	0.007556
4	0.097000	0.007562
4	0.097100	0.007568
4	0.097200	0.007574
4	0.097300	0.007580
4	0.097400	0.007586
4	0.097500	0.007591
4	0.097600	0.007597
4	0.097700	0.007603
4	0.097800	0.007612
4	0.097900	0.007621
4	0.098000	0.007631
4	0.098100	0.007641
4	0.098200	0.007650
4	0.098300	0.007658
4	0.098400	0.007667
4	0.098500	0.007676
4	0.098600	0.007685
4	0.098700	0.007694
4	0.098800	0.007704
4	0.098900	0.007713
4	0.099000	0.007723
4	0.099100	0.007733
4	0.099200	0.007742
4	0.099300	0.007751
4	0.099400	0.007761
4	0.099500	0.007772
4	0.099600	0.007783
4	0.099700	0.007793
4	0.099800	0.007802
4	0.099900	0.007812
4	0.100000	0.007822
4	0.100100	0.007832
4	0.100200	0.007841
4	0.100300	0.007851
4	0.100400	0.007860
4	0.100500	0.007870
4	0.100600	0.007880
4	0.100700	0.007891
4	0.100800	0.007903
4	0.100900	0.007914
4	0.101000	0.007925
4	0.101100	0.007936
4	0.101200	0.007947
4	0.101300	0.007959
4	0.101400	0.007970
4	0.101500	0.007982
4	0.101600	0.007994
4	0.101700	0.008005
4	0.101800	0.008017
4	0.101900	0.008029
4	0.102000	0.008042
4	0.102100	0.008055
4	0.102200	0.008068
4	0.102300	0.008081
4	0.102400	0.008092
4	0.102500	0.008103
4	0.102600	0.008113
4	0.102700	0.008124
4	0.102800	0.008133
4	0.102900	0.008144
4	0.103000	0.008154
4	0.103100	0.008163
4	0.103200	0.008172
4	0.103300	0.008181
4	0.103400	0.008189
4	0.103500	0.008197
4	0.103600	0.008206
4	0.103700	0.008215
4	0.103800	0.008224
4	0.103900	0.008232
4	0.104000	0.008240
4	0.104100	0.008248
4	0.104200	0.008257
4	0.104300	0.008266
4	0.104400	0.008275
4	0.104500	0.008283
4	0.104600	0.008290
4	0.104700	0.008299
4	0.104800	0.008308
4	0.104900	0.008317
4	0.105000	0.008326
4	0.105100	0.008334
4	0.105200	0.008342
4	0.105300	0.008351
4	0.105400	0.008359
4	0.105500	0.008367
4	0.105600	0.008376
4	0.105700	0.008384
4	0.105800	0.008392
4	0.105900	0.008401
4	0.106000	0.008410
4	0.106100	0.008418
4	0.106200	0.008426
4	0.106300	0.008433
4	0.106400	0.008441
4	0.106500	0.008449
4	0.106600	0.008455
4	0.106700	0.008462
4	0.106800	0.008469
4	0.106900	0.008476
4	0.107000	0.008485
4	0.107100	0.008493
4	0.107200	0.008500
4	0.107300	0.008508
4	0.107400	0.008515
4	0.107500	0.008522
4	0.107600	0.008528
4	0.107700	0.008535
4	0.107800	0.008543
4	0.107900	0.008551
4	0.108000	0.008558
4	0.108100	0.008566
4	0.108200	0.008573
4	0.108300	0.008579
4	0.108400	0.008587
4	0.108500	0.008596
4	0.108600	0.008604
4	0.108700	0.008613
4	0.108800	0.008621
4	0.108900	0.008629
4	0.109000	0.008638
4	0.109100	0.008647
4	0.109200	0.008657
4	0.109300	0.008666
4	0.109400	0.008676
4	0.109500	0.008685
4	0.109600	0.008695
4	0.109700	0.008706
4	0.109800	0.008717
4	0.109900	0.008728
4	0.110000	0.008739
4	0.110100	0.008751
4	0.110200	0.008763
4	0.110300	0.008775
4	0.110400	0.008786
4	0.110500	0.008797
4	0.110600	0.008808
4	0.110700	0.008819
4	0.110800	0.008830
4	0.110900	0.008842
4	0.111000	0.008853
4	0.111100	0.008865
4	0.111200	0.008878
4	0.111300	0.008890
4	0.111400	0.008903
4	0.111500	0.008915
4	0.111600	0.008928
4	0.111700	0.008940
4	0.111800	0.008953
4	0.111900	0.008966
4	0.112000	0.008979
4	0.112100	0.008993
4	0.112200	0.009006
4	0.112300	0.009018
4	0.112400	0.009031
4	0.112500	0.009043
4	0.112600	0.009056
4	0.112700	0.009068
4	0.112800	0.009081
4	0.112900	0.009094
4	0.113000	0.009105
4	0.113100	0.009116
4	0.113200	0.009127
4	0.113300	0.009138
4	0.113400	0.009149
4	0.113500	0.009161
4	0.113600	0.009172
4	0.113700	0.009183
4	0.113800	0.009195
4	0.113900	0.009207
4	0.114000	0.009220
4	0.114100	0.009233
4	0.114200	0.009245
4	0.114300	0.009258
4	0.114400	0.009270
4	0.114500	0.009283
4	0.114600	0.009295
4	0.114700	0.009306
4	0.114800	0.009318
4	0.114900	0.009331
4	0.115000	0.009344
4	0.115100	0.009357
4	0.115200	0.009370
4	0.115300	0.009382
4	0.115400	0.009395
4	0.115500	0.009408
4	0.115600	0.009420
4	0.115700	0.009432
4	0.115800	0.009443
4	0.115900	0.009454
4	0.116000	0.009464
4	0.116100	0.009474
4	0.116200	0.009484
4	0.116300	0.009494
4	0.116400	0.009504
4	0.116500	0.009513
